id,x_centroid,y_centroid,sharpness,roundness1,roundness2,n_pixels,peak,flux,mag,daofind_mag
2944,615.0895894775335,647.8710554509181,0.5355968213751441,0.28834668,0.12106990310459985,25,22.219921,286.07312,-6.141193,-0.0979777033904272
2945,1051.6849617157538,647.5474469672903,0.37223235584362174,0.18131043,0.05856923037060732,25,20.403687,257.74194,-6.0279627,-0.238749247663748
2946,1384.530148074032,646.9172176143979,0.42621549758879884,0.001041444,0.056150304835920845,25,31.513004,367.71097,-6.413766,-0.7552188475665087
2947,68.22330987788052,647.6639591716875,0.43572653824246227,-0.093571484,0.07766636093648525,25,38.39907,479.1491,-6.7011766,-0.8202159323709224
2948,458.83389796292585,648.1679237024963,0.4478706446051636,-0.12696432,0.043750511686173534,25,477.26172,5530.107,-9.356833,-3.6673123981019486
2949,2.139880649624749,648.6095439674754,0.46637680281194904,0.033965018,0.11641049631461337,25,106.21619,1257.5806,-7.74884,-1.9971729110057863
2950,631.5608653250704,649.5640187938669,0.43980391891498277,-0.26572013,0.07066091582559669,25,83.65455,975.6157,-7.473197,-1.8172059381153365
2951,659.0276254318919,649.3615733579124,0.43545958508506283,-0.31674093,-0.0953029484650258,25,35.084076,414.51483,-6.5438504,-0.8293628280447438
2952,996.2590863786078,648.545143756281,0.5739143746029366,0.017595792,0.19341292786368736,25,67.94503,792.5935,-7.2476263,-1.3303671594814495
2953,197.10508609886801,650.0559496160066,0.46885274299367935,-0.30330127,0.04121396173845697,25,66.25027,764.0223,-7.207765,-1.5060073681590838
2954,390.7869186127149,649.4257596246423,0.4479007550746642,0.4988276,0.21351382795212442,25,38.58718,474.79788,-6.6912723,-0.8962635619161996
2955,1165.8595407229127,649.8222582912246,0.6027794816542295,-0.18601936,0.16466035955728178,25,42.44163,508.06168,-6.764791,-0.7406475043636929
2956,277.8789382409034,651.2435488183447,0.4634474624048679,0.0101430705,-0.090475720428771,25,108.66743,1285.76,-7.7728996,-2.0126434073284316
2957,602.9023377537217,649.8686339294804,0.40877486642778016,0.16591482,0.4084659281747652,25,16.18116,216.92242,-5.840761,-0.007910184342249067
2958,359.48057986404933,652.15378176852,0.34187989426749155,-0.019302309,-0.1674769097351639,25,47.447132,656.64325,-7.0433235,-1.117258547352106
2959,373.71741712945146,651.7628747535094,0.47486701800891323,0.21079595,0.09136717611160629,25,48.190453,598.2047,-6.9421244,-1.0212689076234363
2960,1242.2984756271983,652.0100500410309,0.47856812617192956,0.10077158,-0.022501385575630035,25,281.45554,3018.412,-8.699447,-3.140427670683816
2961,20.705600511332058,653.4205968364095,0.511278910761838,-0.21785606,-0.010071018177961126,25,328.81134,4137.503,-9.041845,-3.0614509171957427
2962,588.793076099727,652.9782423378191,0.5169171919586344,-0.13621256,0.3620888148745526,25,901.7768,12374.853,-10.231351,-4.06766456757935
2963,687.6096442843351,653.3009737069052,0.5643096672817858,0.28903782,0.19619328083956097,25,21.891972,257.78033,-6.028125,-0.12897720410394956
2964,875.9189245436656,652.1241313513987,0.38863146583855646,0.08782237,0.1599052187946411,25,18.43518,228.49203,-5.8971777,-0.2079531012889952
2965,47.515899213920264,654.2257330386878,0.49734831416582437,-0.12214111,-0.19673132065812649,25,371.49832,4402.562,-9.109263,-3.2900931354779637
2966,806.8743047842303,653.8701143695337,0.6143011059370934,-0.0018083162,0.018798706085519035,25,38.784664,400.23328,-6.505783,-0.7639259298506584
2967,1548.5427850555013,653.739893922307,0.4174458723994613,-0.00082878664,-0.14639199111884252,25,21.595097,230.39774,-5.9061956,-0.42835798607513326
2968,262.98375334113143,655.3503961127772,0.48097514542132647,-0.16559288,0.21944847860409142,25,23.270317,319.61496,-6.2615676,-0.22275009648464988
2969,107.96258547245473,655.9626816722446,0.5085677147718211,-0.13640763,0.04015764363383747,25,104.06023,1142.0237,-7.644188,-1.932580907640387
2970,136.29002832939867,656.1215594036568,0.5355512194658958,0.12181457,0.029279655243334382,25,313.29605,3300.4756,-8.796442,-3.169179016261002
2971,698.2523011586687,656.4177771118416,0.4997677126869021,0.024821822,0.14673330628829315,25,100.546776,1150.4166,-7.6521378,-1.9071942151081216
2972,916.1126177880461,655.5015272490978,0.47414170545781165,-0.029695842,0.10976397188377088,25,37.759098,426.76813,-6.57548,-0.9038752007777562
2973,989.2386284192105,655.4205012396533,0.4680156435920657,-0.1597486,0.07466719168172595,25,203.8567,2327.9573,-8.417438,-2.719000276027744
2974,1449.5335370017901,656.3340072359845,0.4261055466763202,0.667759,0.22437093235865202,25,16.100292,174.04102,-5.6016293,-0.11261374706819434
2975,1994.2173555023269,655.6210080571346,0.5196960788744058,-0.03163138,0.05422409111088547,25,190.72342,2077.3643,-8.293782,-2.5961973402301064
2976,75.62934698311796,656.4241387435769,0.42933452130549754,0.2372801,-0.14586649863531634,25,134.15741,1835.5558,-8.159419,-2.1010483380967067
2977,144.54851193095323,657.0799795565237,0.43023450689104387,0.48438764,-0.21805408095758996,25,205.55182,3027.029,-8.702541,-2.4439383405327315
2978,7.683483458143256,657.4436858354035,0.40468239569366116,0.0071320166,0.1877156545738016,25,86.27145,1172.512,-7.6727934,-1.6722960979708006
2979,31.787757341974718,657.7796272054127,0.351570186716119,-0.26361063,-0.07104843033396199,25,26.196941,376.53528,-6.439514,-0.3757844705837465
2980,625.8454321656882,657.857575050618,0.49597640415399874,-0.0090728905,0.07400700876773819,25,151.57141,1688.1843,-8.06855,-2.3703241904958388
